CA005022790,18800101,TMAX,22,,,C,
CA005022790,18800101,TMIN,-150,,,C,
CA005022790,18800101,PRCP,0,,,C,
CA005022790,18800101,SNOW,0,,,C,
SF000414170,18800101,PRCP,0,,,I,
ASN00075096,18800101,PRCP,0,,,a,
ASN00080072,18800101,PRCP,0,,,a,
CA001105550,18800101,TMAX,33,,,C,
CA001105550,18800101,TMIN,6,,,C,
CA001105550,18800101,PRCP,0,,,C,
CA001105550,18800101,SNOW,0,,,C,
ASN00089064,18800101,PRCP,0,,,a,
ASN00079023,18800101,PRCP,0,,,a,
AGE00147708,18800101,PRCP,36,,,E,
ASN00055004,18800101,PRCP,0,,,a,
USC00023096,18800101,PRCP,0,,,F,
SF001130250,18800101,PRCP,0,,,I,
CA007025280,18800101,TMAX,-39,,,C,
CA007025280,18800101,TMIN,-222,,,C,
CA007025280,18800101,PRCP,0,T,,C,
CA007025280,18800101,SNOW,0,T,,C,
ASN00085092,18800101,PRCP,0,,,a,
ASN00089067,18800101,PRCP,0,,,a,
ASN00049002,18800101,PRCP,0,,,a,
ASN00089033,18800101,PRCP,0,,,a,
ASN00076096,18800101,PRCP,0,,,a,
ASN00087061,18800101,PRCP,0,,,a,
CA008101700,18800101,TMAX,-111,,,C,
CA008101700,18800101,TMIN,-244,,,C,
CA008101700,18800101,PRCP,0,,,C,
CA008101700,18800101,SNOW,0,,,C,
CA008200300,18800101,TMAX,-44,,,C,
CA008200300,18800101,TMIN,-244,,,C,
ASN00046099,18800101,PRCP,0,,,a,
CA006136694,18800101,TMAX,22,,,C,
CA006136694,18800101,TMIN,-67,,,C,
CA006136694,18800101,PRCP,0,,,C,
CA006136694,18800101,SNOW,0,,,C,
SF000782270,18800101,PRCP,0,,,I,
GMW00035032,18800101,TMAX,82,,,E,
GMW00035032,18800101,TMIN,47,,,E,
GMW00035032,18800101,PRCP,34,,,E,
ASN00068069,18800101,PRCP,0,,,a,
CA001104468,18800101,TMAX,39,,,C,
CA001104468,18800101,TMIN,6,,,C,
CA001104468,18800101,PRCP,74,,,C,
CA001104468,18800101,SNOW,0,,,C,
ASN00066111,18800101,PRCP,0,,,a,
ASN00086170,18800101,PRCP,0,,,a,
USW00053875,18800101,TMAX,161,,,X,
USW00053875,18800101,TMIN,100,,,X,
USW00053875,18800101,PRCP,0,,,Z,
USW00053875,18800101,SNOW,0,,,Z,
ASN00070042,18800101,PRCP,0,,,a,
CA006126558,18800101,PRCP,0,,,C,
CA006126558,18800101,SNOW,0,,,C,
SF000624440,18800101,PRCP,0,,,I,
ASN00089000,18800101,PRCP,0,,,a,
ASN00050128,18800101,PRCP,0,,,a,
USC00319191,18800101,PRCP,0,,,F,
ASN00087006,18800101,PRCP,0,,,a,
SF000218230,18800101,PRCP,0,,,I,
CA006102417,18800101,PRCP,0,,,C,
CA006102417,18800101,SNOW,0,,,C,
AGE00147717,18800101,TMAX,120,,,E,
AGE00147717,18800101,TMIN,-22,,,E,
AGE00147717,18800101,PRCP,0,,,E,
ASN00056032,18800101,PRCP,0,,,a,
CA008205988,18800101,TMAX,-67,,,C,
CA008205988,18800101,TMIN,-261,,,C,
CA008205988,18800101,PRCP,152,,,C,
CA008205988,18800101,SNOW,152,,,C,
CA007016280,18800101,TMAX,-117,,,C,
CA007016280,18800101,TMIN,-189,,,C,
CA007016280,18800101,PRCP,5,,,C,
CA007016280,18800101,SNOW,5,,,C,
ASN00058024,18800101,PRCP,0,,,a,
ASN00065016,18800101,TMAX,294,,,a,
ASN00065016,18800101,TMIN,183,,,a,
ASN00065016,18800101,PRCP,0,,,a,
ASN00073056,18800101,PRCP,0,,,a,
USW00013872,18800101,TMAX,172,,,0,2400
USW00013872,18800101,TMIN,72,,,0,2400
USW00013872,18800101,PRCP,0,,,0,2400
ASN00072067,18800101,PRCP,0,,,a,
CA006148120,18800101,PRCP,0,,,C,
CA006148120,18800101,SNOW,0,,,C,
ASN00058063,18800101,PRCP,0,,,a,
SF000030320,18800101,PRCP,0,,,I,
USW00023271,18800101,TMAX,56,,,0,
USW00023271,18800101,TMIN,-22,,,0,
USW00023271,18800101,PRCP,0,,,0,
ASN00056056,18800101,PRCP,0,,,a,
ASN00020047,18800101,PRCP,0,,,a,
USW00013724,18800101,TMAX,61,,,0,
USW00013724,18800101,TMIN,-6,,,0,
USW00013724,18800101,PRCP,0,,,0,
USC00440755,18800101,PRCP,0,,,F,
AGE00147713,18800101,TMAX,52,,,E,
AGE00147713,18800101,TMIN,0,,,E,
AGE00147713,18800101,PRCP,51,,,E,
ASN00009034,18800101,PRCP,0,,,a,
ITE00115584,18800101,PRCP,0,,,E,
ASN00085071,18800101,PRCP,0,,,a,
HR000142360,18800101,PRCP,0,,,E,
USW00094728,18800101,TMAX,44,,,0,2400
USW00094728,18800101,TMIN,-6,,,0,2400
USW00094728,18800101,PRCP,0,,,0,2400
ASN00049060,18800101,PRCP,0,,,a,
CA008201600,18800101,SNOW,0,,,C,
ASN00017056,18800101,PRCP,0,,,a,
ASN00087057,18800101,PRCP,0,,,a,
ASN00074122,18800101,PRCP,0,,,a,
ASN00086071,18800101,TMAX,213,,,a,
ASN00086071,18800101,TMIN,103,,,a,
ASN00086071,18800101,PRCP,0,,,a,
ASN00054029,18800101,PRCP,0,,,a,
ASN00056035,18800101,PRCP,0,,,a,
SF000422270,18800101,PRCP,0,,,I,
ASN00067015,18800101,PRCP,0,,,a,
ASN00075127,18800101,PRCP,0,,,a,
ASN00088015,18800101,PRCP,0,,,a,
USC00064767,18800101,TMAX,42,,,F,
USC00064767,18800101,TMIN,-106,,,F,
USC00064767,18800101,PRCP,0,,,F,
ASN00069002,18800101,PRCP,36,,,a,
USC00338366,18800101,TMAX,50,,,0,
USC00338366,18800101,TMIN,-39,,,0,
USC00338366,18800101,PRCP,0,T,,0,
ASN00074098,18800101,PRCP,0,,,a,
ASN00073055,18800101,PRCP,0,,,a,
DA000030210,18800101,PRCP,15,,,E,
SF002588940,18800101,PRCP,0,,,I,
NLE00100499,18800101,PRCP,5,,,E,
CA008104800,18800101,TMAX,-50,,,C,
CA008104800,18800101,TMIN,-156,,,C,
CA008104800,18800101,PRCP,38,,,C,
CA008104800,18800101,SNOW,38,,,C,
ASN00049127,18800101,PRCP,0,,,a,
AGE00147712,18800101,PRCP,0,,,E,
USC00047738,18800101,PRCP,0,P,,0,
USC00047738,18800101,TMAX,167,,,0,
USC00047738,18800101,TMIN,44,,,0,
ASN00062005,18800101,PRCP,0,,,a,
ASN00087094,18800101,PRCP,0,,,a,
ASN00074020,18800101,PRCP,0,,,a,
ITE00100554,18800101,TMAX,29,,,E,
ITE00100554,18800101,TMIN,-36,,,E,
ITE00100554,18800101,PRCP,0,,,E,
CA006143780,18800101,TMAX,17,,,C,
CA006143780,18800101,TMIN,-72,,,C,
CA006143780,18800101,PRCP,0,,,C,
CA006143780,18800101,SNOW,0,,,C,
ASN00086219,18800101,PRCP,0,,,a,
ASN00047015,18800101,PRCP,0,,,a,
CA005063350,18800101,TMAX,-278,,,C,
CA005063350,18800101,TMIN,-328,,,C,
CA005063350,18800101,PRCP,0,,,C,
CA005063350,18800101,SNOW,0,,,C,
ASN00047093,18800101,PRCP,0,,,a,
CA006122848,18800101,PRCP,0,,,C,
CA006122848,18800101,SNOW,0,,,C,
ASN00047002,18800101,PRCP,0,,,a,
ASN00019036,18800101,PRCP,0,,,a,
ASN00075006,18800101,PRCP,0,,,a,
ASN00081057,18800101,PRCP,0,,,a,
ASN00056207,18800101,PRCP,0,,,a,
ASN00054004,18800101,PRCP,8,,,a,
ASN00061079,18800101,PRCP,0,,,a,
USC00317727,18800101,SNOW,0,,,6,
ASN00055023,18800101,TMAX,320,,,a,
ASN00055023,18800101,TMIN,133,,,a,
ASN00055023,18800101,PRCP,0,,,a,
ASN00075064,18800101,PRCP,0,,,a,
GM000004204,18800101,TMAX,82,,,E,
GM000004204,18800101,TMIN,25,,,E,
GM000004204,18800101,PRCP,65,,,E,
USC00319462,18800101,TMAX,144,,,0,
USC00319462,18800101,TMIN,83,,,0,
USC00319462,18800101,PRCP,0,P,,0,
ASN00069036,18800101,PRCP,0,,,a,
ASN00072069,18800101,PRCP,0,,,a,
ASN00089006,18800101,PRCP,0,,,a,
ASN00069071,18800101,PRCP,0,,,a,
ASN00084016,18800101,PRCP,0,,,a,
CA005023243,18800101,TMAX,44,,,C,
CA005023243,18800101,TMIN,-206,,,C,
CA005023243,18800101,PRCP,36,,,C,
CA005023243,18800101,SNOW,36,,,C,
NLE00101991,18800101,PRCP,0,,,E,
CA006110605,18800101,TMAX,6,,,C,
CA006110605,18800101,TMIN,-122,,,C,
CA006110605,18800101,PRCP,89,,,C,
CA006110605,18800101,SNOW,89,,,C,
USC00264939,18800101,PRCP,0,,,F,
CA008300298,18800101,TMAX,-67,,,C,
CA008300298,18800101,TMIN,-200,,,C,
CA008300298,18800101,PRCP,279,,,C,
CA008300298,18800101,SNOW,279,,,C,
SF000288380,18800101,PRCP,0,,,I,
CA001101530,18800101,PRCP,0,,,C,
CA001101530,18800101,SNOW,0,,,C,
USC00464045,18800101,PRCP,0,,,6,
USC00464045,18800101,SNOW,0,,,6,
ASN00055021,18800101,PRCP,0,,,a,
ASN00090015,18800101,TMAX,250,,,a,
ASN00090015,18800101,TMIN,100,,,a,
ASN00090015,18800101,PRCP,0,,,a,
SF002512610,18800101,PRCP,0,,,I,
CA006094450,18800101,TMAX,28,,,C,
CA006094450,18800101,TMIN,-61,,,C,
CA006094450,18800101,PRCP,0,,,C,
CA006094450,18800101,SNOW,0,,,C,
ASN00046043,18800101,PRCP,0,,,a,
ASN00046025,18800101,PRCP,0,,,a,
CA007061440,18800101,PRCP,0,,,C,
CA007061440,18800101,SNOW,0,,,C,
ASN00055067,18800101,PRCP,0,,,a,
ASN00060026,18800101,PRCP,0,,,a,
ASN00026016,18800101,PRCP,0,,,a,
ASN00047043,18800101,PRCP,0,,,a,
ASN00075071,18800101,PRCP,0,,,a,
ASN00090070,18800101,PRCP,0,,,a,
GM000003319,18800101,TMAX,68,,,E,
GM000003319,18800101,TMIN,18,,,E,
GM000003319,18800101,PRCP,17,,,E,
CA006046588,18800101,TMAX,39,,,C,
CA006046588,18800101,TMIN,-133,,,C,
CA006046588,18800101,PRCP,0,,,C,
CA006046588,18800101,SNOW,0,,,C,
SF002637600,18800101,PRCP,0,,,I,
ASN00078067,18800101,PRCP,0,,,a,
BOM00033019,18800101,PRCP,0,T,,I,
ASN00075026,18800101,PRCP,0,,,a,
ASN00081044,18800101,PRCP,0,,,a,
USC00287865,18800101,TMAX,44,,,F,
USC00287865,18800101,TMIN,-28,,,F,
ASN00055228,18800101,PRCP,0,,,a,
ASN00061055,18800101,PRCP,0,,,a,
ASN00069016,18800101,PRCP,0,,,a,
ASN00074124,18800101,PRCP,0,,,a,
ASN00050089,18800101,PRCP,0,,,a,
SF002004660,18800101,PRCP,0,,,I,
ASN00026020,18800101,PRCP,0,,,a,
USC00034988,18800101,PRCP,0,,,6,0700
USC00034988,18800101,SNOW,0,,,6,
ASN00047067,18800101,PRCP,0,,,a,
ASN00061069,18800101,PRCP,0,,,a,
ASN00049030,18800101,PRCP,0,,,a,
